id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
20218037,83835882,Andi Und Maria,Mitte,Regierungsviertel,52.5106582641602,13.3793869018555,Private room,0,1,70,3,10
20448073,81030660,Isabell,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4901580810547,13.3767452239990,Private room,0,1,0,3,0
21154484,10246791,Jeanne,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5094146728516,13.4605550765991,Private room,0,3,0,1,0
20717658,127309004,Kim,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5058364868164,13.4650707244873,Entire home/apt,0,3,4,4,230
20382969,34385521,René,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5214080810547,13.4537773132324,Private room,0,4,1,2,0
20317884,23943422,Stephan,Pankow,Prenzlauer Berg Süd,52.5365753173828,13.4294834136963,Entire home/apt,0,2,1,3,0
18612697,49435601,Svenja,Tempelhof - Schöneberg,Marienfelde,52.4203567504883,13.3662748336792,Private room,0,1,26,1,124
20671210,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.5189285278320,13.5258941650391,Entire home/apt,0,3,3,17,343
22739713,167202681,Raafat,Mitte,Moabit Ost,52.5256385803223,13.3671846389771,Private room,1,1,87,1,5
21911198,159867873,Dhia,Steglitz - Zehlendorf,Albrechtstr.,52.4602394104004,13.3331899642944,Shared room,8,1,10,1,0
2161434,8864348,Maria,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5132255554199,13.4382028579712,Private room,8,15,1,1,0
16298466,80898392,Paolo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5045814514160,13.3971328735352,Private room,8,1,44,4,0
24452824,80898392,Paolo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5058364868164,13.3952503204346,Private room,8,1,35,4,0
10961123,56855980,Ann,Mitte,Brunnenstr. Nord,52.5503845214844,13.3846950531006,Private room,9,7,1,1,0
13630379,42990588,Babs,Neukölln,Rudow,52.4156799316406,13.4884128570557,Private room,9,2,0,1,0
25853319,194247858,Circle,Tempelhof - Schöneberg,Schöneberg-Süd,52.4805221557617,13.3464584350586,Shared room,9,60,0,1,279
24730795,10588246,Jacob,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5178947448730,13.4651174545288,Entire home/apt,9,1,6,4,0
18028772,8274829,Jens,Steglitz - Zehlendorf,Drakestr.,52.4263038635254,13.2811622619629,Private room,9,1,11,1,132
8021361,42350439,Jessy,Pankow,Prenzlauer Berg Südwest,52.5387191772461,13.4076404571533,Private room,9,1,0,1,0
17281529,62517389,Paul,Pankow,Prenzlauer Berg Südwest,52.5375061035156,13.4135923385620,Entire home/apt,9,95,26,1,0
28996273,190098008,R.Cesar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4949493408203,13.3827657699585,Shared room,9,7,2,2,148
29045424,190098008,R.Cesar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4965591430664,13.3809690475464,Shared room,9,3,1,2,144
2382613,6417948,Rex,Steglitz - Zehlendorf,Teltower Damm,52.4208106994629,13.2334938049316,Private room,9,54,5,1,0
28665983,20779009,Seli,Mitte,Brunnenstr. Nord,52.5449981689453,13.3716087341309,Private room,9,3,3,1,8
265402,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5106430053711,13.4456739425659,Shared room,9,1,10,14,276
265408,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5109252929688,13.4470624923706,Shared room,9,1,5,14,275
265416,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5099906921387,13.4465417861938,Shared room,9,1,58,14,319
265433,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5106010437012,13.4452419281006,Shared room,9,1,25,14,318
265444,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5104446411133,13.4453268051147,Shared room,9,1,73,14,314
3108596,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5106277465820,13.4457921981812,Shared room,9,1,19,14,294
3108686,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5095252990723,13.4464311599731,Shared room,9,1,20,14,312
3109015,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5095291137695,13.4454154968262,Shared room,9,1,16,14,316
3109139,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5104370117188,13.4469575881958,Shared room,9,1,44,14,310
22715135,55574857,William,Mitte,Parkviertel,52.5571365356445,13.3351831436157,Private room,9,2,6,1,0
11223811,48304780,Yingya,Neukölln,Gropiusstadt,52.4246368408203,13.4760904312134,Private room,9,1,0,1,0
11933723,14509424,Aleksej,Pankow,Weißensee,52.5550727844238,13.4317255020142,Shared room,10,10,3,1,0
21935915,47610585,Anja,Mitte,Moabit West,52.5209884643555,13.3384428024292,Shared room,10,1,0,3,3
22480402,35651427,Daniele,Neukölln,Buckow,52.4261436462402,13.4068851470947,Entire home/apt,10,30,3,1,99
11239411,2826130,David,Mitte,Moabit Ost,52.5360260009766,13.3582582473755,Private room,10,6,1,1,0
18005246,31961550,Emiliano,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5156364440918,13.4595479965210,Private room,10,14,0,1,0
29571566,57095597,Erika,Mitte,Brunnenstr. Süd,52.5347442626953,13.3978815078735,Entire home/apt,10,7,0,1,15
29096509,102744742,Felix,Lichtenberg,Alt-Lichtenberg,52.5135726928711,13.4767522811890,Shared room,10,1,4,2,20
16184180,105678463,Galo,Steglitz - Zehlendorf,Lankwitz,52.4366149902344,13.3457098007202,Private room,10,14,0,1,0
9964785,14943212,Hajo,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5150794982910,13.4368629455566,Private room,10,1,1,1,0
21379756,154843007,Hanna,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4988822937012,13.4592790603638,Private room,10,4,1,1,0
17245968,88250254,Hannes,Mitte,Alexanderplatz,52.5230979919434,13.3931570053101,Private room,10,10,0,1,0
5504117,28548193,Janis,Mitte,Moabit West,52.5310249328613,13.3280134201050,Entire home/apt,10,1,11,1,0
18561176,59073111,Konstantin,Reinickendorf,West 4,52.5652885437012,13.3251695632935,Private room,10,1,82,3,16
9160334,47684936,Louise,Pankow,Helmholtzplatz,52.5437278747559,13.4189424514771,Entire home/apt,10,1,0,1,0
23384433,83729563,Marc,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4923095703125,13.3839063644409,Private room,10,1,1,1,0
13269263,74752664,Maru,Mitte,Parkviertel,52.5475921630859,13.3504295349121,Shared room,10,2,6,1,0
23247865,173015724,Mateo,Tempelhof - Schöneberg,Schöneberg-Süd,52.4897651672363,13.3587770462036,Private room,10,1,3,1,0
18096813,124625390,Michael,Mitte,Tiergarten Süd,52.5040626525879,13.3467454910278,Private room,10,1,0,1,0
8368762,44108226,Michela,Mitte,Osloer Straße,52.5595893859863,13.3809175491333,Shared room,10,7,0,1,0
7498899,39277440,Olgahan,Charlottenburg-Wilm.,Heerstrasse,52.5058631896973,13.2639856338501,Private room,10,1,0,1,0
11474059,60371337,Patrick,Neukölln,Rixdorf,52.4783935546875,13.4482078552246,Private room,10,1,1,1,0
5350595,12646731,Rita,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5164070129395,13.4676599502563,Private room,10,1,0,1,0
22607348,9928638,Sergio,Treptow - Köpenick,Baumschulenweg,52.4680938720703,13.4871025085449,Private room,10,30,7,2,156
20189800,31643602,Steven,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5118865966797,13.4682188034058,Entire home/apt,10,2,7,2,0
13093394,71652298,Uma,Mitte,Osloer Straße,52.5664939880371,13.3837404251099,Private room,10,1,0,1,0
27708156,89597,Van Bo,Tempelhof - Schöneberg,Schöneberg-Nord,52.5035362243652,13.3467798233032,Private room,10,5,1,3,223
10834879,46693909,Daniel,Neukölln,Reuterstraße,52.4820594787598,13.4378099441528,Private room,11,1,1,1,0
7357993,38552463,Felix,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.5164756774902,13.4403648376465,Private room,11,1,1,1,0
18356404,43082788,Hannah,Tempelhof - Schöneberg,Friedenau,52.4678344726562,13.3384351730347,Private room,11,4,8,1,0
11485590,5600476,Julia,Neukölln,Rixdorf,52.4765319824219,13.4464836120605,Private room,11,1,0,1,0
21386363,32007041,Mahmoud,Neukölln,Schillerpromenade,52.4824867248535,13.4219102859497,Private room,11,1,2,1,0
22242300,160281288,Muhammed,Lichtenberg,Frankfurter Allee Süd,52.5113410949707,13.4862079620361,Shared room,11,1,26,2,35
7284508,38145829,Nico,Lichtenberg,Neu Lichtenberg,52.5105361938477,13.5024671554565,Private room,11,4,6,1,0
21737050,21725290,Nora,Mitte,Parkviertel,52.5550193786621,13.3361253738403,Private room,11,5,1,1,0
17474140,14092742,Alina,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4978866577148,13.4367742538452,Private room,12,7,1,1,0
22101742,2327731,Anna,Treptow - Köpenick,Grünau,52.4259605407715,13.5757722854614,Private room,12,2,0,1,0
9956966,19336587,Ayu,Pankow,Prenzlauer Berg Südwest,52.5399856567383,13.4158620834351,Shared room,12,1,0,1,0
11366265,50534425,Carolin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5156745910645,13.4627456665039,Private room,12,1,1,1,0
14443689,73996689,Clara Maj,Tempelhof - Schöneberg,Tempelhof,52.4639244079590,13.3787021636963,Private room,12,5,5,1,0
16235439,106115323,Donal,Pankow,Prenzlauer Berg Nord,52.5488548278809,13.4330177307129,Private room,12,14,0,1,0
22182082,162056711,Hussain,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.4976425170898,13.4640226364136,Shared room,12,1,1,1,0
8149848,28245842,Jeannette,Mitte,Wedding Zentrum,52.5400657653809,13.3522815704346,Private room,12,3,4,2,0
11222384,58474737,Jonas,Mitte,Parkviertel,52.5474472045898,13.3565778732300,Private room,12,1,0,1,0
15363343,9764235,Katrina,Lichtenberg,Alt-Lichtenberg,52.5131874084473,13.4837732315063,Private room,12,1,4,1,0
11631211,61629010,Kristof,Neukölln,Neuköllner Mitte/Zentrum,52.4786186218262,13.4367380142212,Private room,12,2,0,1,0
11569258,61123667,Leon,Mitte,Brunnenstr. Nord,52.5518035888672,13.3818168640137,Private room,12,25,0,1,0
16436355,32079227,Mahon,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5138053894043,13.4698591232300,Private room,12,1,0,1,0
2224714,11353108,Martin,Mitte,Brunnenstr. Nord,52.5436515808105,13.3751935958862,Private room,12,2,120,1,6
11088514,11841571,Mike,Mitte,Moabit Ost,52.5225219726562,13.3451128005981,Private room,12,60,7,1,282
13595741,45543558,Monika,Mitte,Wedding Zentrum,52.5492134094238,13.3635892868042,Private room,12,3,1,2,0
21955664,160281288,Muhammed,Lichtenberg,Frankfurter Allee Süd,52.5104484558105,13.4853811264038,Shared room,12,1,9,2,35
18591937,52147903,Ngoc Anh,Lichtenberg,Friedrichsfelde Nord,52.5114440917969,13.5044822692871,Private room,12,3,1,3,0
15764629,101932877,Nizam,Spandau,Hakenfelde,52.5647163391113,13.2162847518921,Shared room,12,1,2,1,0
7615850,11716033,NoName,Mitte,Osloer Straße,52.5546035766602,13.3923053741455,Private room,12,1,0,1,0
23117849,18322069,Norm,Tempelhof - Schöneberg,Schöneberg-Nord,52.4959754943848,13.3504142761230,Shared room,12,1,34,2,267
26630737,3363166,Paulina,Mitte,Osloer Straße,52.5596084594727,13.3733987808228,Shared room,12,5,1,1,129
10932482,56679285,Sagar,Lichtenberg,Friedrichsfelde Süd,52.4963302612305,13.5092668533325,Private room,12,7,0,1,0
26701751,18190953,Sara,Mitte,Osloer Straße,52.5636825561523,13.3917303085327,Private room,12,10,0,1,0
27384294,26294681,Abdelnasser,Reinickendorf,Ost 1,52.5697784423828,13.3794116973877,Private room,13,5,0,1,206
9734774,24757938,Amira,Tempelhof - Schöneberg,Tempelhof,52.4648513793945,13.3744831085205,Private room,13,1,0,2,0
22074705,105587747,Annette,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5109825134277,13.4730405807495,Private room,13,2,1,1,56
19688346,58927480,Antonio,Pankow,Weißensee,52.5487785339355,13.4544086456299,Private room,13,20,12,1,0
20666566,108988707,Barei,Lichtenberg,Alt-Hohenschönhausen Süd,52.5350227355957,13.5052690505981,Private room,13,1,0,2,0
14158261,85496995,Carsten,Tempelhof - Schöneberg,Tempelhof,52.4654235839844,13.3925542831421,Private room,13,20,0,1,0
20633445,95574806,Claudia,Neukölln,Rixdorf,52.4786834716797,13.4466047286987,Private room,13,2,0,1,0
23497750,175432970,Daniel,Mitte,Moabit Ost,52.5162811279297,13.3347158432007,Private room,13,1,2,1,0
27227889,205051811,David,Treptow - Köpenick,Dammvorstadt,52.4568138122559,13.5788145065308,Private room,13,1,10,1,0
21437361,155406724,Florian,Lichtenberg,Friedrichsfelde Süd,52.4962348937988,13.5223140716553,Private room,13,5,0,1,0
13090845,48503030,Galuh,Mitte,Brunnenstr. Nord,52.5421524047852,13.3666658401489,Shared room,13,2,18,1,0
6787568,35535507,George,Mitte,Brunnenstr. Süd,52.5312042236328,13.4002094268799,Private room,13,21,0,1,0
22000616,160648874,Himo,Spandau,Spandau Mitte,52.5514068603516,13.1956911087036,Private room,13,3,0,1,0
23618436,176555661,Jacqueline,Neukölln,Neuköllner Mitte/Zentrum,52.4703941345215,13.4355974197388,Private room,13,7,0,1,0
11768062,51795383,Jana,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.4988059997559,13.4141073226929,Private room,13,4,9,1,0
7935792,41846622,Javier,Neukölln,Neuköllner Mitte/Zentrum,52.4659156799316,13.4412212371826,Private room,13,1,1,1,0
9875492,50816374,Katarzyna,Lichtenberg,Fennpfuhl,52.5232620239258,13.4767103195190,Private room,13,13,0,1,0
22874941,143330597,Katja,Pankow,Prenzlauer Berg Süd,52.5391311645508,13.4265346527100,Private room,13,3,0,1,0
21548334,156664043,Kim,Treptow - Köpenick,Alt  Treptow,52.4913101196289,13.4518508911133,Private room,13,1,0,1,0
21990501,156580537,Laurette,Mitte,Osloer Straße,52.5581550598145,13.3796062469482,Private room,13,5,1,1,0
20759181,107130180,Lisa,Mitte,Osloer Straße,52.5583648681641,13.3766279220581,Private room,13,7,5,1,5
24815891,3995595,Matt,Treptow - Köpenick,Müggelheim,52.4138870239258,13.6748895645142,Private room,13,2,2,2,46
19723034,139031032,Mikitsa,Treptow - Köpenick,Dammvorstadt,52.4545288085938,13.5870819091797,Private room,13,7,1,1,0
15627984,46076661,Miso,Charlottenburg-Wilm.,Kantstraße,52.5113716125488,13.3166112899780,Private room,13,2,0,1,0
23706642,177617514,Negar,Reinickendorf,Ost 1,52.5615386962891,13.3678388595581,Private room,13,7,1,1,0
24568083,103685649,Nuri,Lichtenberg,Friedrichsfelde Süd,52.4953346252441,13.5146961212158,Private room,13,5,1,1,0
9569464,13628202,Oskar,Neukölln,Rixdorf,52.4722137451172,13.4443445205688,Private room,13,1,14,1,0
22923882,85632419,Paula,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.5231208801270,13.4532976150513,Private room,13,14,0,1,0
20958732,4416185,Philipp,Pankow,Weißensee,52.5528297424316,13.4518547058105,Private room,13,2,7,1,0
20205566,125134689,Pulci,Neukölln,Rudow,52.4296035766602,13.4932537078857,Private room,13,5,12,1,32
9297443,48268160,Reini,Mitte,Wedding Zentrum,52.5424728393555,13.3541269302368,Private room,13,8,0,1,0
9687122,12141370,Simon,Neukölln,Neuköllner Mitte/Zentrum,52.4657173156738,13.4331541061401,Private room,13,5,1,3,0
15153401,8250486,Singer Hostel Berlin,Mitte,Alexanderplatz,52.5169143676758,13.4260244369507,Shared room,13,1,59,43,74
20585317,72431890,Vanessa,Mitte,Osloer Straße,52.5639152526855,13.3789482116699,Private room,13,5,1,1,0
14200405,86149098,Yvonne,Treptow - Köpenick,Köpenick-Nord,52.4676818847656,13.5895462036133,Private room,13,7,1,1,0
23274121,35193596,Adelina,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.4293632507324,13.2181110382080,Private room,14,5,1,1,0
11447127,50997131,Aisling,Pankow,Prenzlauer Berg Nordwest,52.5464363098145,13.4112043380737,Private room,14,1,0,1,0
24003843,3848986,Andreya,Neukölln,Schillerpromenade,52.4758644104004,13.4189815521240,Private room,14,20,0,1,0
29562170,180242594,Antonin,Marzahn - Hellersdorf,Marzahn-Mitte,52.5575675964355,13.5607490539551,Private room,14,1,0,1,67
20083665,77203278,Ayla,Neukölln,Neuköllner Mitte/Zentrum,52.4684715270996,13.4448947906494,Private room,14,4,1,2,0
28061799,163404075,Bao,Mitte,Moabit West,52.5285606384277,13.3277654647827,Private room,14,4,7,1,0
23321883,173675940,Cecilia,Neukölln,Neuköllner Mitte/Zentrum,52.4762611389160,13.4308013916016,Private room,14,19,0,1,0
18383431,8792609,Christian,Neukölln,Neuköllner Mitte/Zentrum,52.4679870605469,13.4427204132080,Private room,14,1,4,3,0
13272210,23339102,Clemens,Neukölln,Neuköllner Mitte/Zentrum,52.4763679504395,13.4391174316406,Private room,14,4,1,1,0
17263261,25344663,Dennis,Neukölln,Neuköllner Mitte/Zentrum,52.4714546203613,13.4413833618164,Private room,14,1,1,1,332
29254686,220393342,Doro,Neukölln,Schillerpromenade,52.4679489135742,13.4281177520752,Private room,14,2,0,1,21
22903097,169450739,Elena,Tempelhof - Schöneberg,Tempelhof,52.4669723510742,13.3836669921875,Private room,14,2,31,2,49
7166585,37535540,Eva,Mitte,Moabit West,52.5280570983887,13.3167743682861,Private room,14,3,17,1,0
20468302,124044901,Gabrielė,Neukölln,Rixdorf,52.4787788391113,13.4479331970215,Private room,14,2,3,1,0
19861806,88971316,Hannah,Tempelhof - Schöneberg,Mariendorf,52.4474449157715,13.3821935653687,Private room,14,7,0,1,0
21819946,109995917,Inn-Berlin,Mitte,Osloer Straße,52.5598983764648,13.3860168457031,Shared room,14,2,17,14,327
21844219,109995917,Inn-Berlin,Mitte,Osloer Straße,52.5600051879883,13.3862514495850,Shared room,14,2,11,14,319
21844344,109995917,Inn-Berlin,Mitte,Osloer Straße,52.5599021911621,13.3867254257202,Shared room,14,2,16,14,328
8863438,45386071,Iris,Mitte,Moabit West,52.5273017883301,13.3318357467651,Private room,14,14,0,1,0
12281381,49815862,Jacob,Lichtenberg,Alt-Hohenschönhausen Süd,52.5353050231934,13.4755811691284,Private room,14,3,153,2,58
26448483,84221379,Jenny,Mitte,Osloer Straße,52.5551834106445,13.3941211700439,Private room,14,7,1,1,0
7496906,2455803,Jill,Pankow,Blankenburg/Heinersdorf/Märchenland,52.5945129394531,13.4545698165894,Private room,14,1,0,2,0
25922110,25938381,Jochen,Neukölln,Rixdorf,52.4774246215820,13.4395084381104,Private room,14,5,6,1,40
21417127,155205098,Johannes,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4912300109863,13.4219760894775,Private room,14,2,33,1,64
6884248,999330,Josefine,Tempelhof - Schöneberg,Tempelhof,52.4657478332520,13.3764019012451,Private room,14,1,26,4,0
24353360,62606288,Jule,Treptow - Köpenick,Dammvorstadt,52.4561195373535,13.5789318084717,Entire home/apt,14,17,0,1,0
17822654,121851646,Karl,Neukölln,Rixdorf,52.4707336425781,13.4508085250854,Private room,14,14,0,1,0
16154604,105437531,Kate,Lichtenberg,Alt-Lichtenberg,52.5152816772461,13.4889602661133,Private room,14,15,11,2,0
27295377,203455753,Lan,Mitte,Wedding Zentrum,52.5525627136230,13.3794240951538,Shared room,14,1,26,1,139
19640113,87248928,Lenny,Neukölln,Neuköllner Mitte/Zentrum,52.4816093444824,13.4334774017334,Private room,14,1,0,1,0
17324076,116940839,Linda,Mitte,Moabit Ost,52.5309791564941,13.3486175537109,Private room,14,14,2,1,0
11820086,24194309,Lisa,Mitte,Moabit West,52.5322456359863,13.3311424255371,Private room,14,10,0,1,0
14116778,85075824,Lisa,Steglitz - Zehlendorf,Albrechtstr.,52.4511718750000,13.3193731307983,Private room,14,5,1,1,0
13382971,35208528,Luca-Elia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5058326721191,13.4649925231934,Private room,14,7,2,1,0
11365741,59556818,Lula,Mitte,Wedding Zentrum,52.5503196716309,13.3591585159302,Private room,14,6,2,1,0
14546569,90017910,Mara,Pankow,Prenzlauer Berg Nord,52.5519447326660,13.4161643981934,Private room,14,3,5,1,0
9741537,50259787,Maren,Neukölln,Neuköllner Mitte/Zentrum,52.4820137023926,13.4284372329712,Private room,14,5,0,1,0
11310047,45754389,Marie-Wally,Tempelhof - Schöneberg,Tempelhof,52.4661407470703,13.3908567428589,Private room,14,1,1,1,0
23714077,8754890,Mina,Neukölln,Reuterstraße,52.4823265075684,13.4384908676147,Private room,14,7,1,1,0
7992227,12351621,Nanuk,Mitte,Moabit West,52.5272750854492,13.3346080780029,Private room,14,14,6,3,0
20547251,20396767,Neele,Mitte,Osloer Straße,52.5653076171875,13.3892078399658,Private room,14,3,1,1,0
11891301,55657247,Patrick,Mitte,Parkviertel,52.5548629760742,13.3412256240845,Private room,14,1,50,1,361
17478363,103331377,Renata,Lichtenberg,Alt-Lichtenberg,52.5132637023926,13.4823732376099,Private room,14,15,6,1,102
23346110,42344555,Sebastian,Treptow - Köpenick,Alt  Treptow,52.4887046813965,13.4457178115845,Private room,14,7,1,1,0
18367909,72268035,Sergej,Lichtenberg,Neu Lichtenberg,52.5105285644531,13.5028800964355,Private room,14,5,4,1,0
10585302,29216174,Sophie,Charlottenburg-Wilm.,Westend,52.5141067504883,13.2759952545166,Private room,14,1,0,1,0
24008051,179664901,Stefan,Treptow - Köpenick,Oberschöneweide,52.4587097167969,13.5368738174438,Private room,14,30,11,1,249
23513742,63317544,Stephanie,Mitte,Brunnenstr. Nord,52.5446472167969,13.3997793197632,Private room,14,4,2,1,0
9554619,4708545,Svenja,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.5001144409180,13.4438848495483,Private room,14,1,0,2,0
18586882,4259960,Sébastien,Pankow,Helmholtzplatz,52.5409622192383,13.4227380752563,Private room,14,1,135,4,11
22303688,51107633,Tina,Neukölln,Reuterstraße,52.4869613647461,13.4395122528076,Private room,14,1,0,1,0
9047612,19888788,Ulysse,Neukölln,Rixdorf,52.4846267700195,13.4472293853760,Private room,14,5,2,1,0
20191545,143773893,Vinit,Lichtenberg,Alt-Lichtenberg,52.5247116088867,13.5133419036865,Private room,14,2,4,1,0
10985395,30778641,Ahmad,Treptow - Köpenick,Adlershof,52.4389076232910,13.5501737594604,Shared room,15,1,0,1,0
21770085,21148290,Akosua,Mitte,Parkviertel,52.5527687072754,13.3415784835815,Private room,15,7,5,1,0
14933760,23669100,Al-Shaimaa,Charlottenburg-Wilm.,Westend,52.5185317993164,13.2820625305176,Private room,15,2,28,1,0
1540436,3944944,Alba,Pankow,Prenzlauer Berg Nordwest,52.5466346740723,13.4080781936646,Private room,15,15,16,1,126
22952790,39942125,Alina,Mitte,Osloer Straße,52.5531196594238,13.3887195587158,Private room,15,14,0,1,0
8301757,43771477,Andrea,Neukölln,Schillerpromenade,52.4739227294922,13.4244785308838,Private room,15,2,1,1,0
29355403,221150356,Andrea,Neukölln,Britz,52.4457931518555,13.4522504806519,Shared room,15,1,0,1,1
26905005,202418545,Anja,Spandau,Wilhelmstadt,52.5327644348145,13.1968050003052,Shared room,15,1,8,1,113
18605976,59624172,Anna,Neukölln,Rixdorf,52.4784660339355,13.4478645324707,Private room,15,1,15,1,163
23142725,84981057,Anna,Tempelhof - Schöneberg,Mariendorf,52.4488143920898,13.3831424713135,Private room,15,3,3,1,0
23740543,9484081,Anna,Lichtenberg,Fennpfuhl,52.5239524841309,13.4748134613037,Private room,15,7,1,1,0
11670888,61963951,Antoine,Mitte,Wedding Zentrum,52.5552368164062,13.3786325454712,Private room,15,6,6,1,0
24473769,147762706,Anton,Mitte,Wedding Zentrum,52.5482025146484,13.3631639480591,Private room,15,4,4,1,0
8547488,43613615,Asselya,Mitte,Parkviertel,52.5428466796875,13.3482131958008,Private room,15,5,0,1,0
23173891,167238549,Astrid,Treptow - Köpenick,Kölln. Vorstadt/Spindlersf.,52.4455795288086,13.5669269561768,Private room,15,1,77,2,1
9522543,43203827,Aum Niranjana,Tempelhof - Schöneberg,Tempelhof,52.4483795166016,13.3632287979126,Shared room,15,5,9,1,306
16238572,106145463,Ayaha,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5014266967773,13.4237260818481,Private room,15,3,1,1,0
16553734,108988707,Barei,Lichtenberg,Alt-Hohenschönhausen Süd,52.5362510681152,13.5057945251465,Private room,15,1,7,2,0
28993435,184038561,Ben,Mitte,Alexanderplatz,52.5249748229980,13.4130706787109,Shared room,15,2,2,2,42
23474140,95763494,Bernard,Marzahn - Hellersdorf,Hellersdorf-Süd,52.5306510925293,13.5983285903931,Private room,15,2,0,2,0
6649378,6910380,Biljana,Pankow,Pankow Zentrum,52.5652389526367,13.3940773010254,Private room,15,1,0,1,0
25407640,191808700,Brigitte,Pankow,Prenzlauer Berg Südwest,52.5361442565918,13.4210596084595,Entire home/apt,15,2,4,1,0
10989650,57021007,Busch,Mitte,Osloer Straße,52.5598449707031,13.3810014724731,Entire home/apt,15,2,0,1,0
21943070,21269927,Cameron,Neukölln,Rixdorf,52.4808731079102,13.4476947784424,Private room,15,7,1,1,0
11224659,58491623,Carl,Reinickendorf,Ost 1,52.5750122070312,13.3619985580444,Private room,15,2,0,1,0
4028485,20885834,Charly,Mitte,Moabit West,52.5329589843750,13.3291769027710,Private room,15,6,3,1,0
26744557,175089534,Chloe,Mitte,Moabit West,52.5314979553223,13.3417196273804,Shared room,15,2,14,1,0
20944010,150595694,Christina,Neukölln,Schillerpromenade,52.4789962768555,13.4213552474976,Private room,15,5,1,1,0
20065609,142600191,Christopher,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.5032653808594,13.4297904968262,Private room,15,12,1,1,0
8804066,46130963,Chung,Pankow,Pankow Süd,52.5707435607910,13.4245977401733,Private room,15,1,0,1,0
22265499,131673209,Chunmei,Steglitz - Zehlendorf,Drakestr.,52.4207725524902,13.2963972091675,Private room,15,1,1,1,0
9832276,50637258,David,Neukölln,Reuterstraße,52.4848518371582,13.4359455108643,Private room,15,1,8,1,0
18861030,37180869,David,Neukölln,Reuterstraße,52.4834861755371,13.4424848556519,Private room,15,3,3,1,0
23646680,131278168,Denny,Mitte,Alexanderplatz,52.5314826965332,13.3758583068848,Private room,15,14,2,1,4
7905500,41686927,Derya,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4942169189453,13.4351367950439,Shared room,15,1,0,1,0
8592135,43217295,Dimitra,Mitte,Wedding Zentrum,52.5415763854980,13.3511486053467,Private room,15,5,1,2,0
24498176,70917393,Dina,Mitte,Moabit Ost,52.5339889526367,13.3483295440674,Private room,15,1,4,1,1
29089112,57218369,Elli,Pankow,Pankow Süd,52.5540580749512,13.4161310195923,Private room,15,1,3,1,59
28003789,211356294,Emad,Neukölln,Rixdorf,52.4802932739258,13.4358310699463,Private room,15,2,2,2,13
28142307,211356294,Emad,Neukölln,Neuköllner Mitte/Zentrum,52.4752349853516,13.4391670227051,Private room,15,2,2,2,79
